venue_id,name,city,address_text,google_maps_url
935f6edc-07db-4793-b251-8fa1df2b2a17,Fonda Canyella,Valencia (Campanar),null,https://www.google.com/maps/search/?api=1&query=Fonda%20Canyella%2C%20Val%C3%A8ncia%20%28Campanar%29%2C%20Valencia%2C%20Comunitat%20Valenciana
8ca265a9-ebe0-4431-ae39-fdc9984b2c2a,La Nova Terrassa,La Pobla de Vallbona,null,https://www.google.com/maps/search/?api=1&query=La%20Nova%20Terrassa%2C%20La%20Pobla%20de%20Vallbona%2C%20Valencia%2C%20Comunitat%20Valenciana
e74c386d-22e1-4032-95bc-5c51fa054246,Restaurant El Rall,Benissa,null,https://www.google.com/maps/search/?api=1&query=Restaurant%20El%20Rall%2C%20Benissa%2C%20Alicante%2C%20Comunitat%20Valenciana
5d763129-70ab-4449-9fb2-589a3672e54c,Bar La Roca,Benirrama,null,https://www.google.com/maps/search/?api=1&query=Bar%20La%20Roca%2C%20Benirrama%2C%20Alicante%2C%20Comunitat%20Valenciana
1a38588c-86cc-40be-a071-c4b9fded8a88,Casa Baldo 1915,Valencia,null,https://www.google.com/maps/search/?api=1&query=Casa%20Baldo%201915%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
cafc4e10-c2a4-4c00-9bd0-6e65159c893c,Grupo Gastroadictos (grupo),Valencia,null,https://www.google.com/maps/search/?api=1&query=Grupo%20Gastroadictos%20%28grupo%29%2C%20Val%C3%A8ncia%2C%20Valencia%2C%20Comunitat%20Valenciana
344bf3f7-ffa9-46a2-bbb6-8280a7f65e55,Hotel Alahuar,Benimaurell (Vall de Laguar),null,https://www.google.com/maps/search/?api=1&query=Hotel%20Alahuar%2C%20Benimaurell%20%28Vall%20de%20Laguar%29%2C%20Alicante%2C%20Comunitat%20Valenciana
db6486e9-c639-4698-950e-442c5aebd5fb,La Entrada,Villena,null,https://www.google.com/maps/search/?api=1&query=La%20Entrada%2C%20Villena%2C%20Alicante%2C%20Comunitat%20Valenciana
caf1083d-af95-4340-ad06-063fbfd7bf04,La Mar de Flaca,Godella,null,https://www.google.com/maps/search/?api=1&query=La%20Mar%20de%20Flaca%2C%20Godella%2C%20Valencia%2C%20Comunitat%20Valenciana
17b30408-0b46-4be7-8ca3-483226301371,Nou Bar,Vinaròs,null,https://www.google.com/maps/search/?api=1&query=Nou%20Bar%2C%20Vinar%C3%B2s%2C%20Castell%C3%B3n%2C%20Comunitat%20Valenciana
